prospect_no,loan_disb_date,asset_cost,disb_date,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,itv,itvg,target
186360,2024-02-12,244500,2024-11-23,90241,13.4,56,1,24.17,0,2,1,12,Others,Divorced,Male,Co-Applicant,Urban,Parents,Shared,0,47.59,82,23,3.36,0.19,0
181210,2020-08-19,379494,2024-12-21,13736,14.86,67,0,45.46,0,2,4,2,Salary,Widowed,Male,Co-Applicant,Semi-Urban,Company Provided,House,0,21.5,73,24,7.28,2.82,0
681134,2020-07-02,731756,2020-02-29,47220,6.71,61,1,30.26,0,5,2,30,Salary,Single,Other,Co-Applicant,Urban,Owned,Others,0,54.28,63,18,5.2,2.6,0
779004,2020-09-28,127501,2020-06-17,188308,5.79,31,1,32.85,0,2,2,12,Others,Single,Other,Co-Applicant,Rural,Parents,Others,1,41.05,99,19,8.79,3.61,0
328630,2022-11-04,794972,2021-05-14,82102,9.88,56,1,40.79,1,5,1,28,Business,Widowed,Female,Primary,Rural,Owned,Shared,1,42.25,145,12,8.06,2.99,0
622108,2022-12-17,179508,2021-04-21,130478,9.19,60,0,28.93,1,1,4,13,Others,Widowed,Other,Co-Applicant,Urban,Parents,Shared,0,27.66,71,2,5.31,0.89,1
693259,2020-02-29,535126,2022-01-28,124207,9.1,65,0,45.63,0,2,3,18,Others,Married,Female,Co-Applicant,Rural,Parents,House,0,22.17,17,3,9.96,0.26,0
949672,2023-01-23,135520,2022-05-23,136882,10.87,65,0,38.52,0,4,3,26,Salary,Divorced,Female,Primary,Semi-Urban,Parents,Others,1,53.69,15,1,9.41,3.44,0
550800,2024-10-22,266534,2022-12-27,26915,9.21,22,0,10.84,0,4,3,1,Business,Widowed,Other,Co-Applicant,Rural,Parents,House,1,39.97,222,10,8.23,1.78,0
224012,2021-01-02,690000,2023-02-17,132064,14.67,32,1,41.96,0,2,4,9,Others,Widowed,Other,Primary,Semi-Urban,Owned,House,1,23.55,122,16,9.34,1.68,0
638930,2021-03-26,457623,2024-05-13,116071,9.24,20,1,12.23,1,4,1,30,Others,Married,Female,Co-Applicant,Semi-Urban,Company Provided,Shared,1,24.86,178,6,2.06,3.92,0
567130,2024-08-22,797652,2020-03-07,42304,13.76,64,1,39.11,1,4,4,28,Others,Single,Female,Co-Applicant,Semi-Urban,Owned,Shared,1,49.63,183,19,3.67,3.37,0
253674,2021-11-22,906073,2022-03-05,110208,9.42,45,0,19.1,1,1,4,6,Business,Divorced,Female,Primary,Semi-Urban,Parents,House,1,33.68,191,3,9.88,1.46,1
241134,2020-05-23,698731,2023-07-08,173127,8.11,51,0,44.13,1,3,3,3,Others,Divorced,Other,Co-Applicant,Rural,Company Provided,Apartment,1,31.1,30,10,1.25,2.11,1
576337,2023-01-22,910491,2021-02-27,45495,11.78,40,1,27.39,1,5,2,17,Salary,Married,Female,Co-Applicant,Rural,Owned,Others,0,44.83,141,20,3.22,1.24,0
107580,2024-09-08,826828,2020-11-11,193917,12.45,44,0,41.5,0,2,2,27,Business,Widowed,Male,Co-Applicant,Semi-Urban,Owned,House,1,45.66,68,18,2.33,2.48,0
964833,2023-07-30,639373,2024-06-15,84125,6.44,49,0,21.72,0,3,3,10,Salary,Divorced,Male,Co-Applicant,Semi-Urban,Owned,House,0,51.99,15,15,7.87,1.6,0
451236,2024-06-26,229014,2023-01-14,23648,7.07,19,1,35.86,0,2,1,23,Others,Single,Male,Co-Applicant,Urban,Parents,Others,0,47.35,98,14,1.22,3.16,0
673458,2021-02-06,644970,2021-02-03,157725,14.5,38,1,45.66,1,3,1,16,Others,Single,Female,Primary,Semi-Urban,Rented,House,1,26.31,196,6,7.72,4.08,0
285781,2021-03-11,135371,2024-06-16,11269,7.05,42,0,22.06,0,3,1,24,Salary,Married,Other,Co-Applicant,Rural,Parents,House,0,41.26,142,7,5.77,1.43,0
487947,2024-01-10,65313,2021-06-26,157115,13.73,39,0,12.39,0,4,2,18,Salary,Married,Male,Primary,Urban,Rented,Shared,1,38.55,102,16,7.84,1.26,0
501186,2022-01-19,815955,2021-02-02,35734,14.05,28,0,28.65,1,4,3,2,Others,Divorced,Male,Primary,Rural,Parents,Shared,1,22.68,141,23,1.16,2.27,0
171398,2024-07-04,921709,2024-03-20,72785,10.31,58,0,31.76,1,0,1,4,Others,Widowed,Other,Primary,Semi-Urban,Parents,Shared,0,22.71,64,16,9.03,3.91,0
428210,2020-02-17,964756,2024-06-01,69266,13.13,41,0,32.31,0,4,1,28,Salary,Widowed,Male,Co-Applicant,Semi-Urban,Owned,Apartment,0,52.48,83,18,2.9,4.6,0
847704,2022-05-31,881386,2023-01-27,58473,6.29,62,0,42.61,1,1,1,9,Others,Married,Male,Co-Applicant,Rural,Parents,Others,0,38.93,110,22,4.22,3.15,0
998363,2021-02-01,572644,2020-04-24,130834,11.67,30,1,41.05,1,1,1,11,Salary,Widowed,Other,Co-Applicant,Semi-Urban,Company Provided,House,0,44.74,116,21,7.43,4.48,0
899936,2021-05-12,307243,2023-12-31,152951,12.75,41,1,37.98,0,2,3,28,Business,Widowed,Male,Co-Applicant,Rural,Company Provided,House,1,48.52,177,11,6.3,0.75,0
798009,2022-07-03,698500,2023-05-18,101044,9.07,68,1,44.14,1,1,1,25,Business,Single,Female,Co-Applicant,Rural,Parents,Shared,0,51.13,104,4,2.37,0.82,0
719441,2020-05-29,612306,2021-02-21,136136,7.55,29,0,25.28,0,5,4,5,Salary,Single,Other,Primary,Rural,Parents,Shared,1,33.35,195,21,1.9,0.8,1
468424,2022-09-14,178130,2022-01-13,144475,5.43,32,0,19.15,0,2,3,8,Others,Married,Female,Primary,Semi-Urban,Rented,Shared,1,23.67,46,1,2.74,2.31,1
215093,2022-09-14,343646,2022-01-27,123128,7.99,59,0,25.7,0,0,3,13,Business,Widowed,Female,Co-Applicant,Rural,Owned,Others,0,31.41,21,6,3.7,1.01,1
217796,2023-11-09,988664,2024-05-18,92095,11.54,48,1,33.51,1,2,3,15,Business,Married,Female,Co-Applicant,Semi-Urban,Rented,Apartment,1,49.08,49,8,6.36,3.17,0
725442,2022-03-12,241636,2023-10-22,52548,5.01,31,1,30.0,0,2,2,17,Business,Married,Male,Co-Applicant,Rural,Owned,Others,1,46.68,125,13,3.18,0.49,0
379806,2023-12-05,719266,2021-08-10,148831,9.32,48,0,15.28,1,4,1,29,Salary,Single,Male,Primary,Rural,Rented,Shared,1,36.95,114,24,4.76,3.12,1
470298,2020-11-15,370407,2022-04-04,196905,7.67,60,0,44.15,0,3,3,28,Others,Divorced,Other,Co-Applicant,Semi-Urban,Owned,Others,0,46.32,63,9,6.94,0.47,0
119028,2023-10-18,101509,2023-12-31,53149,11.07,24,0,7.58,1,1,1,23,Others,Single,Other,Co-Applicant,Urban,Rented,Others,0,55.18,190,23,4.69,4.0,0
461650,2023-12-23,412414,2020-07-04,138080,9.71,65,0,13.69,1,4,2,7,Others,Widowed,Male,Co-Applicant,Urban,Rented,Others,1,21.16,72,18,3.83,4.31,0
773098,2021-06-24,947398,2024-08-11,92195,8.1,46,1,34.11,1,2,3,29,Others,Widowed,Male,Co-Applicant,Rural,Rented,Apartment,0,50.17,71,13,9.51,4.3,0
600301,2022-07-24,313169,2023-05-29,99070,9.38,36,0,32.65,1,0,2,21,Business,Divorced,Female,Primary,Urban,Parents,Others,1,43.11,224,19,9.77,0.67,0
608633,2024-03-07,211188,2021-02-24,38600,8.87,54,1,36.14,0,2,1,27,Business,Single,Female,Co-Applicant,Semi-Urban,Owned,Apartment,1,49.7,217,7,8.86,1.36,0
925761,2024-03-26,546062,2024-11-01,94087,6.02,44,0,20.58,1,1,1,11,Business,Widowed,Other,Co-Applicant,Urban,Owned,House,0,46.43,145,21,0.78,1.19,0
528419,2023-08-27,905852,2023-10-26,165136,6.19,18,0,24.45,1,5,2,7,Salary,Married,Female,Primary,Semi-Urban,Owned,Apartment,1,52.35,150,11,9.29,3.14,0
515979,2020-01-18,329879,2021-08-17,103234,10.55,19,0,38.69,1,4,3,27,Business,Divorced,Male,Co-Applicant,Semi-Urban,Owned,Apartment,0,21.21,128,11,6.43,0.17,0
452591,2024-10-27,661626,2023-10-18,174783,12.58,61,1,25.83,0,3,1,13,Business,Married,Other,Primary,Rural,Company Provided,Others,1,34.79,131,19,1.52,2.0,0
211030,2023-03-18,194499,2020-07-12,14664,8.11,36,0,41.66,1,1,2,3,Business,Married,Male,Primary,Urban,Owned,Shared,1,40.9,27,22,5.86,1.17,0
781441,2023-05-17,869532,2024-08-07,111046,5.09,49,0,49.78,0,0,4,20,Business,Single,Other,Primary,Urban,Rented,House,1,50.1,200,17,1.69,3.15,0
227707,2022-12-07,412390,2024-02-21,56019,5.45,35,1,11.79,1,5,4,18,Business,Married,Male,Co-Applicant,Rural,Rented,House,0,50.34,134,19,1.94,2.45,0
374075,2022-05-06,593046,2021-09-07,168377,14.64,42,0,37.93,0,3,1,7,Salary,Widowed,Female,Co-Applicant,Rural,Owned,Apartment,1,39.06,14,9,1.97,3.42,0
739648,2022-03-22,523041,2020-08-02,91863,5.38,59,0,21.66,1,0,4,3,Salary,Single,Other,Primary,Rural,Company Provided,House,0,41.42,194,14,2.16,4.52,0
887445,2021-10-05,424964,2022-05-28,130663,7.07,22,0,48.59,0,5,4,19,Salary,Married,Other,Primary,Rural,Rented,House,1,30.16,224,7,2.15,1.7,0
798283,2024-01-07,656587,2024-07-12,110692,9.23,36,1,19.42,0,1,3,23,Business,Single,Female,Primary,Semi-Urban,Owned,Others,1,32.85,52,23,3.79,1.16,1
595785,2020-02-16,617348,2022-04-11,31512,7.11,69,1,11.2,1,1,4,9,Others,Divorced,Male,Co-Applicant,Semi-Urban,Rented,House,1,31.64,38,7,9.35,1.6,0
175871,2024-02-25,950430,2021-04-21,53982,9.06,56,0,33.19,1,3,3,6,Salary,Widowed,Male,Co-Applicant,Rural,Owned,House,1,55.02,158,18,7.29,1.41,0
704703,2021-07-04,412123,2020-02-24,161057,11.14,29,1,6.79,1,5,1,20,Salary,Widowed,Male,Primary,Urban,Owned,House,1,35.32,99,20,9.81,4.14,0
833013,2023-06-10,87910,2023-06-28,182213,13.2,59,1,48.45,1,3,1,18,Others,Widowed,Female,Primary,Rural,Owned,Apartment,0,45.41,26,10,7.89,4.56,0
538455,2024-06-07,629087,2021-10-12,57810,7.18,49,0,33.87,1,2,4,15,Others,Divorced,Female,Co-Applicant,Semi-Urban,Rented,Others,0,41.17,44,11,9.23,0.46,0
695153,2022-11-20,688337,2024-01-24,8849,12.51,69,0,21.58,1,0,3,14,Salary,Married,Female,Primary,Urban,Parents,Shared,0,20.35,208,18,1.54,2.96,0
825747,2020-01-25,324108,2023-06-12,51950,11.14,43,1,18.88,0,3,1,25,Salary,Divorced,Female,Co-Applicant,Urban,Parents,Apartment,1,22.45,60,22,5.52,1.41,0
623901,2020-05-14,700887,2020-10-19,77704,5.31,62,0,10.09,1,5,1,30,Salary,Married,Other,Primary,Semi-Urban,Rented,Others,1,35.8,39,14,3.61,2.33,0
982224,2020-10-06,904516,2022-11-25,71648,11.26,32,0,46.56,0,3,1,27,Salary,Single,Other,Co-Applicant,Rural,Rented,Apartment,0,55.88,214,8,6.49,1.86,0
631518,2020-08-17,66624,2023-06-08,160374,8.31,56,0,43.96,0,5,3,26,Salary,Widowed,Female,Co-Applicant,Rural,Rented,Apartment,1,48.93,158,3,4.5,0.11,0
500727,2023-05-10,318156,2021-03-26,118026,11.2,57,0,37.0,0,5,3,13,Salary,Single,Male,Co-Applicant,Semi-Urban,Owned,Others,0,49.23,225,22,5.28,0.26,0
619322,2020-01-23,557239,2021-08-03,188093,6.9,36,1,24.27,0,5,1,30,Business,Widowed,Female,Primary,Rural,Parents,Others,1,20.16,197,23,9.6,4.02,1
623977,2023-07-27,811591,2024-07-17,158136,11.49,39,0,28.89,0,0,1,18,Others,Single,Other,Primary,Semi-Urban,Parents,Shared,0,49.81,219,9,1.56,0.44,0
611216,2023-12-29,383988,2020-08-01,137223,11.46,29,0,22.59,0,4,3,2,Others,Widowed,Other,Primary,Urban,Company Provided,Shared,0,37.53,182,7,8.99,4.35,0
413393,2022-09-03,936619,2020-08-01,100886,8.14,44,1,38.21,0,4,1,5,Salary,Married,Female,Co-Applicant,Rural,Company Provided,Others,1,35.3,78,14,9.15,2.32,1
631922,2021-01-28,298934,2022-02-23,13743,8.03,33,1,32.35,0,5,3,27,Business,Divorced,Other,Primary,Semi-Urban,Rented,Shared,1,48.9,162,13,7.83,1.15,0
532026,2023-02-17,333908,2022-08-12,112809,11.34,52,0,45.0,1,3,2,25,Business,Single,Male,Co-Applicant,Semi-Urban,Parents,House,0,36.44,145,23,3.46,4.08,0
125738,2020-12-27,272798,2020-04-03,157735,12.75,55,0,11.9,1,2,2,20,Others,Widowed,Male,Co-Applicant,Rural,Owned,Apartment,0,25.0,131,8,1.05,0.64,0
214856,2020-12-14,801493,2020-11-24,90672,12.87,29,1,42.1,0,4,1,18,Others,Divorced,Female,Co-Applicant,Semi-Urban,Parents,Others,1,48.58,68,17,4.27,1.23,0
721117,2020-07-08,508017,2022-10-09,57373,14.54,37,1,16.4,0,3,2,1,Others,Single,Female,Primary,Urban,Company Provided,Others,0,36.55,18,3,3.74,0.84,0
688562,2020-06-05,936313,2024-07-05,82952,13.15,69,0,46.74,0,3,1,27,Salary,Married,Male,Primary,Rural,Rented,Apartment,1,24.6,58,23,9.26,0.63,0
329874,2020-03-23,770168,2021-09-26,189319,12.82,29,1,9.37,0,0,4,28,Salary,Married,Other,Co-Applicant,Semi-Urban,Parents,Shared,1,51.53,236,25,7.5,2.13,0
183234,2022-01-12,179669,2021-09-20,29813,6.15,34,1,8.5,0,0,3,8,Business,Single,Other,Primary,Urban,Owned,House,0,30.37,211,8,0.63,2.66,1
622755,2024-12-08,817430,2023-12-10,104455,11.64,32,1,28.63,0,2,2,1,Salary,Single,Male,Co-Applicant,Semi-Urban,Owned,Shared,1,33.95,21,13,4.59,4.43,0
420817,2023-09-15,372014,2024-07-01,126572,8.35,45,0,23.4,0,1,3,1,Salary,Widowed,Other,Co-Applicant,Semi-Urban,Parents,Others,0,52.47,75,13,5.43,1.92,0
268978,2021-10-30,637004,2024-08-02,118119,5.55,52,1,35.34,0,3,2,30,Business,Divorced,Male,Primary,Urban,Company Provided,Apartment,0,48.36,107,8,7.57,4.4,0
856697,2022-11-06,989819,2023-02-17,62778,13.05,42,1,37.75,0,0,3,24,Salary,Divorced,Male,Co-Applicant,Rural,Owned,House,0,42.93,65,19,1.62,4.79,0
888747,2022-12-23,797905,2021-08-27,21656,7.37,39,1,8.09,0,0,2,23,Business,Widowed,Other,Primary,Semi-Urban,Owned,Others,1,32.3,100,1,8.84,1.26,1
337445,2024-06-19,641830,2022-08-07,87570,7.56,59,1,39.62,1,3,2,24,Business,Widowed,Female,Co-Applicant,Urban,Company Provided,Apartment,0,41.52,41,9,8.88,3.93,0
942273,2024-07-14,290202,2021-08-20,134818,9.29,57,1,27.28,0,4,2,27,Others,Divorced,Male,Co-Applicant,Urban,Owned,Others,0,48.68,74,16,4.23,0.8,0
652443,2022-03-16,809553,2024-09-17,169644,12.4,56,1,46.3,0,4,4,3,Salary,Widowed,Male,Primary,Rural,Owned,House,1,53.86,102,14,6.03,0.88,0
236820,2021-12-19,902962,2022-04-16,124144,12.59,55,1,46.14,1,4,3,7,Others,Single,Male,Co-Applicant,Rural,Rented,Apartment,1,56.54,203,19,6.09,1.26,0
299827,2024-11-09,692486,2021-11-19,145584,10.82,64,1,42.87,1,3,3,23,Business,Divorced,Female,Primary,Semi-Urban,Owned,Apartment,0,50.69,28,15,4.59,3.54,0
658954,2024-12-19,303419,2021-11-28,124863,12.37,39,0,46.63,0,3,2,25,Salary,Widowed,Other,Primary,Rural,Rented,Shared,0,30.55,40,12,6.96,2.45,0
768974,2023-04-30,561386,2021-03-04,172937,5.09,54,1,39.16,0,0,1,22,Business,Single,Female,Primary,Urban,Company Provided,House,0,30.65,233,14,2.57,1.55,1
152616,2021-06-04,439269,2023-09-25,63704,13.34,25,0,42.8,0,2,3,29,Salary,Single,Other,Co-Applicant,Urban,Parents,Others,0,55.02,196,7,7.75,4.77,0
955236,2024-05-16,890702,2022-10-20,119862,7.86,46,1,29.83,1,3,4,11,Business,Married,Other,Co-Applicant,Urban,Rented,Apartment,1,59.77,16,5,3.45,2.59,0
109554,2021-01-18,890657,2024-05-31,183566,9.51,47,0,39.53,0,1,1,19,Business,Single,Other,Co-Applicant,Rural,Owned,House,1,41.63,73,10,0.81,1.52,0
788308,2023-08-27,143372,2023-06-07,12762,10.01,65,0,40.6,1,3,3,1,Others,Married,Other,Primary,Rural,Owned,Apartment,1,53.37,22,24,4.71,2.24,0
390155,2022-01-05,681431,2020-05-24,178601,8.9,69,1,42.56,0,5,3,10,Business,Single,Male,Co-Applicant,Rural,Company Provided,Apartment,0,55.89,145,4,2.8,1.72,0
622784,2022-06-10,275557,2024-09-14,77809,11.52,34,1,15.03,0,3,3,5,Salary,Single,Other,Co-Applicant,Urban,Rented,Others,1,59.41,119,15,2.67,2.53,0
688832,2022-08-01,935735,2024-11-09,60793,9.05,42,1,41.64,0,1,2,23,Business,Widowed,Other,Primary,Rural,Rented,Shared,0,47.2,185,12,1.54,0.54,0
185467,2023-08-28,590909,2021-02-28,45377,12.52,54,1,22.64,1,5,1,2,Others,Single,Female,Primary,Urban,Company Provided,Others,1,53.59,161,15,7.43,3.44,0
924165,2023-12-29,491254,2022-12-08,175979,5.69,50,0,47.33,1,5,2,22,Salary,Single,Male,Co-Applicant,Urban,Parents,Apartment,0,27.4,14,13,5.91,3.51,1
634982,2022-05-07,939316,2021-11-24,38138,11.0,46,0,8.41,1,4,4,15,Salary,Single,Other,Co-Applicant,Rural,Parents,Others,1,50.89,205,23,2.57,3.73,0
301500,2021-03-01,270986,2022-05-11,162858,13.36,52,0,31.74,0,1,1,29,Salary,Single,Other,Primary,Semi-Urban,Parents,House,0,56.38,54,12,7.58,0.56,0
522033,2020-07-30,573262,2022-06-20,167773,7.73,26,0,1.06,0,0,4,20,Others,Divorced,Other,Primary,Rural,Company Provided,House,0,39.5,234,8,6.17,1.93,1
627507,2022-09-12,713079,2023-07-09,19248,12.7,56,1,26.39,1,5,3,17,Salary,Single,Other,Co-Applicant,Semi-Urban,Owned,Apartment,0,35.92,154,12,9.28,4.78,0
677946,2021-12-09,660264,2021-11-27,27899,11.56,61,1,34.8,0,0,2,2,Business,Married,Other,Primary,Rural,Rented,House,0,45.58,142,14,8.53,4.89,0
309549,2021-04-11,981163,2022-09-02,23536,13.01,32,1,3.15,1,0,1,7,Others,Divorced,Male,Primary,Rural,Rented,Apartment,0,20.59,156,23,1.52,4.02,0
905764,2021-11-05,82982,2022-02-21,165285,5.53,19,0,7.35,1,2,4,25,Others,Widowed,Female,Primary,Semi-Urban,Company Provided,Apartment,1,28.66,210,14,4.75,3.9,0
344297,2022-05-18,344243,2020-01-23,16998,12.5,32,1,41.35,0,1,2,20,Business,Widowed,Female,Primary,Semi-Urban,Company Provided,Shared,0,22.55,189,4,5.98,1.34,0
155445,2024-01-22,538212,2020-12-23,46059,14.25,40,1,14.79,0,1,4,28,Salary,Widowed,Other,Primary,Urban,Owned,House,1,28.09,31,12,5.13,3.62,0
490985,2022-08-21,403557,2021-09-12,81795,8.76,34,1,35.81,1,0,3,6,Others,Widowed,Female,Primary,Urban,Owned,Shared,0,24.23,17,2,1.24,3.67,1
707268,2020-07-18,512466,2022-12-23,80509,7.97,33,0,2.74,0,1,4,4,Others,Married,Female,Primary,Urban,Rented,Shared,1,58.88,207,8,4.04,0.1,0
905696,2024-01-31,646610,2021-11-02,129554,8.74,23,0,36.75,0,1,2,11,Others,Married,Male,Co-Applicant,Rural,Company Provided,House,1,23.89,172,2,6.58,0.33,0
806461,2020-12-15,425816,2024-06-01,112225,9.07,20,0,16.51,0,5,2,26,Others,Widowed,Other,Co-Applicant,Semi-Urban,Company Provided,House,1,40.7,92,17,3.46,1.86,0
122982,2023-04-03,103778,2025-01-06,165575,14.58,51,1,11.29,0,5,3,22,Salary,Divorced,Female,Co-Applicant,Semi-Urban,Owned,Apartment,1,44.18,80,16,3.25,1.8,0
482493,2021-01-26,69553,2024-05-09,41094,7.1,20,0,48.46,0,5,3,2,Others,Widowed,Female,Primary,Urban,Parents,Apartment,1,27.69,158,5,6.71,1.77,0
788133,2021-07-06,499595,2021-08-31,186098,6.16,40,1,45.94,0,0,2,21,Salary,Widowed,Female,Co-Applicant,Urban,Rented,Others,0,30.76,167,1,5.95,3.1,1
340628,2024-06-02,441860,2023-07-20,54916,12.92,27,1,22.3,0,5,4,11,Others,Widowed,Female,Co-Applicant,Semi-Urban,Rented,Others,1,27.17,160,9,2.39,2.02,0
824028,2023-03-29,361219,2024-04-29,5956,11.85,59,1,4.86,1,1,3,16,Business,Single,Female,Co-Applicant,Semi-Urban,Parents,House,1,39.14,44,10,3.43,2.22,0
306113,2023-01-11,932664,2020-04-07,182334,10.31,27,1,42.27,1,0,2,1,Business,Widowed,Male,Primary,Semi-Urban,Parents,Others,0,26.21,55,19,9.22,2.4,0
698392,2023-02-14,470334,2023-02-16,32575,5.39,49,0,26.79,1,5,1,26,Business,Widowed,Male,Co-Applicant,Rural,Owned,Shared,1,50.52,163,4,6.94,1.24,0
929714,2021-05-25,77952,2023-11-02,37122,10.44,65,0,35.62,1,4,1,29,Salary,Single,Male,Primary,Semi-Urban,Company Provided,Apartment,1,34.09,133,20,7.87,3.3,0
316564,2020-04-10,271083,2020-01-20,7138,5.12,31,1,6.0,0,3,1,6,Business,Married,Female,Primary,Urban,Company Provided,Shared,0,45.22,186,15,6.29,1.75,0
141288,2024-12-04,821658,2023-11-01,54767,5.8,65,1,32.83,1,5,4,30,Business,Married,Female,Primary,Urban,Company Provided,House,0,38.13,132,4,1.41,4.28,0
525530,2022-05-11,327757,2023-06-25,76697,6.04,45,0,25.15,0,0,2,23,Others,Divorced,Female,Primary,Semi-Urban,Rented,House,0,39.42,18,20,7.1,1.66,1
503462,2022-01-03,877240,2021-02-08,145438,11.28,19,1,24.71,0,5,3,18,Others,Single,Female,Primary,Semi-Urban,Rented,Shared,0,44.54,215,5,3.5,4.18,0
133538,2023-05-06,967989,2024-06-27,143551,7.72,35,0,45.85,1,3,4,14,Salary,Divorced,Other,Primary,Rural,Owned,Apartment,0,30.45,214,9,3.19,1.07,1
366412,2023-03-06,214510,2023-09-04,106118,13.81,64,0,8.46,1,3,1,19,Others,Widowed,Male,Primary,Semi-Urban,Owned,Apartment,1,56.72,117,5,9.08,1.64,0
770126,2022-05-04,847570,2020-04-09,134877,14.21,69,1,36.28,1,3,4,5,Salary,Divorced,Male,Primary,Rural,Parents,Apartment,0,31.12,215,2,2.33,3.78,0
999354,2021-09-17,244079,2024-05-16,88128,12.78,20,0,22.65,1,0,1,26,Salary,Single,Female,Primary,Urban,Company Provided,Apartment,1,42.82,137,5,4.62,1.12,0
977073,2022-12-05,195921,2022-08-31,180019,10.65,30,0,28.64,0,3,4,18,Business,Single,Female,Co-Applicant,Rural,Owned,House,0,55.47,227,23,9.05,0.31,0
320811,2023-09-19,364159,2020-05-28,111340,9.18,61,1,2.73,0,5,1,21,Salary,Divorced,Female,Primary,Rural,Owned,Others,0,58.86,228,4,1.51,3.73,0
143223,2023-10-06,176605,2022-06-17,171192,7.62,64,1,27.52,0,1,1,16,Business,Divorced,Female,Co-Applicant,Urban,Company Provided,Apartment,1,38.92,46,16,4.77,1.58,0
673887,2022-09-29,983619,2021-10-14,81395,7.45,42,0,3.09,0,2,2,18,Salary,Divorced,Male,Primary,Urban,Owned,Others,1,50.48,84,9,5.27,2.06,0
149266,2021-08-04,743653,2022-08-26,24889,11.82,64,1,38.52,1,5,1,2,Business,Divorced,Female,Co-Applicant,Semi-Urban,Parents,Shared,1,26.85,109,4,1.98,0.28,0
958921,2024-05-17,268601,2020-03-14,129953,13.91,44,0,15.41,1,0,4,5,Others,Divorced,Male,Primary,Semi-Urban,Parents,Others,1,32.81,197,12,4.49,4.32,0
800488,2020-10-23,323125,2021-04-16,49624,11.83,44,0,5.9,0,0,2,4,Others,Single,Other,Co-Applicant,Semi-Urban,Company Provided,Shared,1,40.84,148,18,3.21,3.89,0
660265,2020-04-10,672192,2021-12-22,27692,13.72,47,0,18.36,1,5,4,10,Business,Single,Other,Primary,Urban,Company Provided,House,1,58.8,166,7,6.26,1.97,0
168325,2021-10-09,163163,2021-01-25,143808,14.76,65,0,7.65,0,2,3,2,Salary,Single,Other,Primary,Urban,Owned,House,1,53.79,159,9,4.99,1.29,0
795732,2022-09-12,674774,2020-02-15,81173,10.85,53,0,47.08,0,1,1,14,Others,Divorced,Other,Primary,Urban,Rented,Apartment,0,47.99,118,6,5.76,2.4,0
981125,2024-01-04,123746,2021-05-27,63434,12.34,20,1,1.68,0,0,3,29,Others,Single,Other,Co-Applicant,Semi-Urban,Parents,Shared,0,25.11,33,2,6.48,0.73,0
612160,2024-12-08,872341,2024-11-04,113945,13.24,29,1,46.17,1,1,3,2,Salary,Married,Male,Co-Applicant,Semi-Urban,Owned,Shared,0,51.99,76,8,8.2,3.07,0
466364,2022-09-07,711767,2024-05-19,141410,10.11,21,1,27.11,1,1,2,11,Business,Widowed,Other,Primary,Rural,Parents,Shared,1,29.0,156,3,2.84,0.48,0
655513,2023-01-14,690468,2023-07-05,115687,7.91,56,1,27.01,1,1,2,9,Business,Single,Other,Primary,Rural,Rented,Apartment,1,40.9,113,13,6.05,3.44,0
388494,2024-02-09,624893,2023-05-07,94650,9.21,22,0,2.93,0,2,4,5,Others,Widowed,Male,Co-Applicant,Rural,Rented,House,0,47.36,212,14,5.18,1.03,0
162000,2023-07-21,445313,2020-11-17,12416,8.55,20,1,9.25,0,4,3,14,Others,Single,Male,Primary,Rural,Owned,Others,1,49.28,114,18,9.54,1.49,0
891329,2022-03-24,419892,2020-09-22,133699,8.87,43,1,22.96,0,3,2,5,Others,Single,Other,Primary,Semi-Urban,Company Provided,Shared,1,57.22,210,24,6.38,3.08,0
857464,2024-04-06,83399,2024-02-15,88575,5.46,64,0,32.25,1,2,4,9,Salary,Single,Male,Primary,Urban,Rented,Apartment,1,34.24,189,9,1.67,1.61,0
407309,2021-06-16,782854,2023-01-21,6959,14.95,54,1,4.4,1,1,1,3,Others,Married,Other,Primary,Rural,Company Provided,House,0,59.22,160,2,1.22,3.74,0
128181,2024-09-11,335382,2022-07-29,28225,6.41,36,0,34.83,1,1,4,29,Business,Married,Male,Primary,Semi-Urban,Parents,House,1,46.83,138,18,7.93,4.2,0
416614,2024-03-05,748648,2022-06-01,143047,6.36,51,1,30.41,0,2,3,18,Salary,Married,Female,Primary,Rural,Company Provided,Shared,0,28.98,203,4,2.01,1.03,1
199273,2024-09-12,774391,2021-10-14,159505,9.07,59,1,46.15,0,4,4,16,Salary,Divorced,Other,Co-Applicant,Semi-Urban,Parents,House,0,43.02,94,11,6.6,3.04,0
721766,2024-05-12,581655,2021-06-03,194055,5.16,46,1,1.45,1,3,2,17,Others,Married,Other,Primary,Urban,Owned,Shared,0,55.53,146,16,6.22,3.64,0
465231,2022-06-05,337834,2022-09-13,23771,12.41,41,0,15.9,1,3,4,28,Salary,Divorced,Other,Primary,Rural,Rented,House,1,56.02,76,9,5.28,0.92,0
264751,2021-03-08,659643,2021-08-16,129197,7.37,52,1,37.99,1,3,1,21,Business,Widowed,Other,Primary,Rural,Parents,Others,1,27.7,66,5,2.14,1.63,1
